Provider,Experiments,Frames,Success,SuccessRatePct,MeanErrorM,MedianErrorM,MeanInliers,MeanMatchTimeS
esri,11,6772,5167,76.2994683992912,29.3910561226731,20.863405205,243.72508506925587,0.03934512216940824
google,11,6772,5355,79.07560543414058,30.21973795674767,20.903426985,267.9573240234663,0.041375635735168836
